Comm,co2,treatment_o3,plot,year,fc_npp,fc_grow_repr,fc_leaf_litter,fc_grow_croot,fc_grow_wood,ptrait_lai,fc_froot_to_litter_1t2mm,fc_froot_to_litter_lt1mm,fc_grow_leaf,fc_grow_froot,ptrait_lai_peak,fc_grow_froot.1,ptrait_nconc_leaf,n_leaf,c_froot,c_croot,c_wood,c_leaf,fn_leaf_to_litter,ptrait_lma,ptrait_sla
AB,ELE,AMB,2,2003,       517.3,         8.1,       127.7,        83.2,       166.1,        3.74,        13.3,        75.2,       153.0,       106.9,        3.74,       106.9,        1.95,        7.66,64.6,291.1,1114.9,195.5,          NA,          NA,     0.02891
AB,ELE,AMB,3,2003,       613.1,        10.0,       114.8,        77.8,       277.5,        3.31,        14.0,        71.0,       145.1,       102.7,        3.31,       102.7,        2.20,        8.00,63.5,337.3,1444,181.8,          NA,          NA,     0.02879
AB,AMB,ELE,1,2003,       339.0,         6.3,        84.7,        29.1,       120.5,        2.13,         8.7,        64.6,       104.8,        78.3,        2.13,        78.3,        1.76,        4.40,45.1,165.8,681.2,119.6,          NA,          NA,     0.02536
AB,AMB,ELE,2,2003,       308.3,         5.0,        81.6,        37.0,        96.2,        2.06,         7.8,        60.4,        97.1,        73.0,        2.06,        73.0,        2.00,        4.73,41.8,188.4,745.9,117.5,          NA,          NA,     0.02536
AB,AMB,ELE,3,2003,       348.1,         4.0,        90.6,        41.1,       131.1,        2.28,         5.6,        59.0,       102.8,        69.1,        2.28,        69.1,        1.87,        4.65,37.6,189.7,763.1,124.2,          NA,          NA,     0.02584
AB,ELE,ELE,1,2003,       567.9,         5.6,       117.3,        77.2,       259.0,        3.34,        12.6,        86.9,       133.7,        92.4,        3.34,        92.4,        2.00,        6.82,53.8,292,1197.2,165.8,          NA,          NA,     0.02820
AB,ELE,ELE,2,2003,       475.7,         4.2,       104.4,        56.6,       178.3,        2.95,        15.7,       112.9,       117.1,       119.5,        2.95,       119.5,        2.16,        6.87,69.2,251.6,1001.4,156.1,          NA,          NA,     0.02805
AB,ELE,ELE,3,2003,       445.1,         5.3,       110.4,        51.4,       160.9,        3.09,        13.8,        95.6,       125.9,       101.6,        3.09,       101.6,        1.94,        6.97,59.2,206.9,811.9,179.3,          NA,          NA,     0.02828
AM,AMB,AMB,1,2003,       610.9,         2.5,       208.6,        91.4,       205.6,        6.49,         7.3,        76.0,       216.6,        94.8,        6.49,        94.8,        2.10,       16.52,51.8,208.4,615.2,380.9,          NA,          NA,     0.04696
AM,AMB,AMB,2,2003,       463.9,         2.2,        84.7,        93.7,       175.7,        2.61,         7.0,        81.2,        91.9,       100.4,        2.61,       100.4,        2.24,        7.29,54.1,197.6,532.3,162.3,          NA,          NA,     0.03784
AM,AMB,AMB,3,2003,       421.2,         3.7,        60.0,        79.8,       177.6,        1.90,         6.0,        71.9,        71.6,        88.5,        1.90,        88.5,        1.85,        4.93,47.5,184.9,512.6,128.9,          NA,          NA,     0.03140
AM,ELE,AMB,1,2003,       871.3,        10.7,       156.8,       146.0,       402.7,        4.83,        10.9,        87.1,       193.6,       118.3,        4.83,       118.3,        1.95,       11.40,67.3,344.1,1147.5,277.8,          NA,          NA,     0.03746
AM,ELE,AMB,2,2003,       766.2,         5.8,       143.4,       155.4,       297.3,        4.17,        12.6,       108.4,       161.6,       146.1,        4.17,       146.1,        2.06,       10.86,82.1,331.4,947.1,263.2,          NA,          NA,     0.03893
AM,ELE,AMB,3,2003,       743.8,         9.8,       152.4,       120.9,       318.7,        4.36,         9.3,        82.1,       184.0,       110.4,        4.36,       110.4,        2.22,       12.35,61.7,299.7,938.2,281.8,          NA,          NA,     0.03823
AM,AMB,ELE,1,2003,       307.9,         3.5,        58.5,        57.0,        93.2,        1.66,         4.9,        74.3,        69.6,        84.6,        1.66,        84.6,        1.68,        4.20,44.3,118.1,300.6,117.4,          NA,          NA,     0.02956
AM,AMB,ELE,2,2003,       679.4,         4.2,       115.2,       141.9,       301.9,        3.48,         6.8,        89.0,       128.9,       102.5,        3.48,       102.5,        2.22,        9.82,54.5,246.9,848.6,220.7,          NA,          NA,     0.04343
AM,AMB,ELE,3,2003,       416.3,         4.0,       128.1,        56.0,       138.7,        3.82,         3.7,        68.5,       140.4,        77.2,        3.82,        77.2,        2.02,       10.25,39.6,135.4,417.9,251.4,          NA,          NA,     0.03360
AM,ELE,ELE,1,2003,       679.8,         8.0,       144.6,       138.7,       222.1,        4.13,        15.9,       134.3,       171.4,       139.6,        4.13,       139.6,        1.95,       10.39,78.7,298.5,906.8,258.6,          NA,          NA,     0.03616
AM,ELE,ELE,2,2003,       647.9,         3.0,       107.4,       156.2,       234.7,        2.97,        15.8,       132.2,       116.5,       137.5,        2.97,       137.5,        2.12,        8.26,77.6,300.2,869.8,193.3,          NA,          NA,     0.05050
AM,ELE,ELE,3,2003,       396.7,         3.7,        81.8,        85.7,       126.8,        2.55,         8.0,        85.5,        93.7,        86.8,        2.55,        86.8,        1.82,        5.26,47.4,170.1,408.1,142.8,          NA,          NA,     0.03123
A,AMB,AMB,1,2004,       503.6,         4.8,        88.5,        53.8,       231.8,        2.32,        11.8,        84.4,       103.8,       109.4,        2.32,       109.4,        2.30,        7.45,63.4,287.3,1302.7,158.5,          NA,          NA,     0.01285
A,AMB,AMB,2,2004,       555.4,         2.3,        96.0,        55.2,       279.9,        2.46,        14.0,        86.5,       103.6,       114.4,        2.46,       114.4,        2.41,        8.53,68.1,304.8,1482.5,179.5,          NA,          NA,     0.01250
A,AMB,AMB,3,2004,       566.6,         4.3,        96.6,        58.6,       287.0,        2.61,         9.5,        84.9,       109.3,       107.4,        2.61,       107.4,        2.57,        9.03,60,315.1,1480.7,175.2,          NA,          NA,     0.01340
A,ELE,AMB,1,2004,       630.2,         8.4,       114.3,        66.2,       285.1,        3.03,         3.6,       102.2,       142.6,       127.9,        3.03,       127.9,        2.16,        9.28,63.5,405.7,1879.6,205.9,          NA,          NA,     0.01270
A,ELE,AMB,2,2004,       615.2,         5.4,       116.1,        67.4,       264.5,        2.97,         8.6,       111.8,       132.6,       145.3,        2.97,       145.3,        2.42,       10.27,77.2,354.1,1682.6,214,          NA,          NA,     0.01259
A,ELE,AMB,3,2004,       769.2,         4.3,       100.4,        92.8,       419.4,        2.67,         8.5,       106.6,       113.6,       139.1,        2.67,       139.1,        2.41,        8.82,74.3,477.4,2259.8,185.4,          NA,          NA,     0.01311
A,AMB,ELE,1,2004,       415.1,         3.0,        65.2,        39.5,       143.5,        1.55,        23.3,       121.2,        74.6,       154.5,        1.55,       154.5,        1.97,        4.73,95,234.1,890.2,115.4,          NA,          NA,     0.01162
A,AMB,ELE,2,2004,       496.9,         3.2,        76.6,        48.8,       172.2,        1.75,        24.9,       149.1,        86.6,       186.1,        1.75,       186.1,        2.00,        5.58,111.4,237.2,964.3,149.8,          NA,          NA,     0.01128
A,AMB,ELE,3,2004,       487.4,         2.4,        76.1,        55.1,       195.2,        1.76,        20.4,       121.1,        83.4,       151.3,        1.76,       151.3,        2.14,        5.94,90.6,267.9,1124.5,139.4,          NA,          NA,     0.01140
A,ELE,ELE,1,2004,       766.5,         3.8,       110.7,        87.5,       360.4,        2.52,        16.0,       189.8,       123.7,       191.1,        2.52,       191.1,        2.06,        8.51,102.7,377.7,1665.3,196.2,          NA,          NA,     0.01096
A,ELE,ELE,2,2004,       691.1,         4.1,        86.3,        77.6,       299.5,        1.97,        52.0,       174.4,        99.6,       210.3,        1.97,       210.3,        2.37,        7.47,142.7,320.4,1353.7,157.9,          NA,          NA,     0.01126
A,ELE,ELE,3,2004,       628.2,         4.3,       103.5,        61.9,       280.0,        2.12,        39.8,       137.5,       117.3,       164.7,        2.12,       164.7,        1.96,        7.43,111,296.6,1287.4,189.9,          NA,          NA,     0.01004
AB,AMB,AMB,1,2004,       380.6,         3.8,        88.6,        38.3,       153.9,        2.23,         5.3,        68.3,       100.9,        83.7,        2.23,        83.7,        2.18,        6.00,44.5,240.1,939.5,132.8,          NA,          NA,     0.02446
AB,AMB,AMB,2,2004,       409.0,         3.6,       106.3,        38.1,       157.4,        2.71,         8.8,        71.9,       118.1,        91.8,        2.71,        91.8,        2.33,        8.13,51.9,218.6,859.8,177,          NA,          NA,     0.02538
AB,AMB,AMB,3,2004,       558.7,         3.5,       103.2,        71.1,       272.4,        2.85,         8.0,        78.0,       113.9,        97.8,        2.85,        97.8,        2.24,        6.83,54,312.7,1199.2,151,          NA,          NA,     0.02679
AB,ELE,AMB,1,2004,       740.2,        16.2,       139.4,        74.6,       318.3,        3.66,        19.2,        96.9,       190.9,       140.2,        3.66,       140.2,        1.98,        7.38,86.7,441.2,1844.5,179,          NA,          NA,     0.02607
AB,ELE,AMB,2,2004,       578.4,         3.8,       153.2,        63.4,       210.2,        4.14,        17.0,        95.2,       165.4,       135.6,        4.14,       135.6,        2.07,       10.11,82.2,353.7,1323,244.1,          NA,          NA,     0.02667
AB,ELE,AMB,3,2004,       685.4,         5.5,       140.4,        82.7,       331.8,        3.65,         9.2,        79.4,       158.4,       107.0,        3.65,       107.0,        2.32,       10.07,60.1,420.1,1775.8,216.6,          NA,          NA,     0.02501
AB,AMB,ELE,1,2004,       346.4,         9.5,        74.4,        26.7,        81.6,        1.72,        37.8,        78.6,       104.0,       124.6,        1.72,       124.6,        1.93,        4.50,95.6,191.8,759.8,112,          NA,          NA,     0.02285
AB,AMB,ELE,2,2004,       447.0,         3.5,        83.1,        47.9,       166.2,        1.95,        51.2,        74.9,        94.6,       134.8,        1.95,       134.8,        2.02,        4.77,113.6,234.9,906.3,116.7,          NA,          NA,     0.02260
AB,AMB,ELE,3,2004,       391.0,         5.0,        95.4,        40.7,       117.8,        2.31,        32.7,        75.8,       111.4,       116.1,        2.31,       116.1,        1.99,        5.36,86.5,229.1,875.8,134.9,          NA,          NA,     0.02303
AB,ELE,ELE,1,2004,       605.0,        15.5,       133.3,        64.3,       249.1,        3.40,         2.0,        96.1,       184.9,        91.2,        3.40,        91.2,        2.07,        8.27,44.1,351.9,1430.1,193.6,          NA,          NA,     0.02436
AB,ELE,ELE,2,2004,       594.6,         5.1,       125.9,        76.7,       228.4,        3.39,         6.3,       145.2,       143.6,       140.8,        3.39,       140.8,        2.38,        9.07,70.9,327.2,1226.4,185.5,          NA,          NA,     0.02548
AB,ELE,ELE,3,2004,       554.8,         5.0,       102.3,        82.6,       220.2,        2.37,        13.5,       125.0,       118.4,       128.6,        2.37,       128.6,        2.10,        7.06,71.5,286.8,1024.6,168,          NA,          NA,     0.02253
AM,AMB,AMB,1,2004,       484.7,        14.5,        57.6,        60.8,       186.8,        1.87,        10.0,        94.1,       104.1,       118.5,        1.87,       118.5,        2.13,        4.73,65.7,269.2,802,107.2,          NA,          NA,     0.04696
AM,AMB,AMB,2,2004,       391.6,         9.0,        66.3,        50.2,        97.4,        2.03,        12.8,       109.6,        95.7,       139.3,        2.03,       139.3,        2.42,        6.15,78.3,247.8,629.7,127.1,          NA,          NA,     0.03784
AM,AMB,AMB,3,2004,       428.3,        11.7,        51.0,        59.7,       144.4,        1.69,        16.1,        90.2,        91.5,       121.0,        1.69,       121.0,        1.87,        4.44,73.3,243.7,654.9,114.4,          NA,          NA,     0.03140
AM,ELE,AMB,1,2004,       584.3,        21.2,        96.2,        51.6,       212.9,        2.91,         2.4,       105.8,       168.0,       130.6,        2.91,       130.6,        2.02,        7.27,63.5,393.3,1358.3,171.5,          NA,          NA,     0.03746
AM,ELE,AMB,2,2004,       734.4,         8.3,       101.9,       109.4,       295.4,        3.02,         3.6,       154.0,       130.9,       190.4,        3.02,       190.4,        2.20,        8.46,92.6,440.3,1242.2,192.4,          NA,          NA,     0.03893
AM,ELE,AMB,3,2004,       629.8,        17.4,       113.4,        70.3,       239.7,        3.27,         3.1,       105.5,       171.2,       131.2,        3.27,       131.2,        2.34,        9.81,64.5,369.9,1177.9,212.3,          NA,          NA,     0.03823
AM,AMB,ELE,1,2004,       264.3,         4.6,        38.4,        31.1,        61.5,        1.09,         8.9,        97.0,        53.8,       113.3,        1.09,       113.3,        1.81,        2.97,61.6,149.3,362,77.3,          NA,          NA,     0.02956
AM,AMB,ELE,2,2004,       549.0,         6.3,        83.1,        72.6,       238.6,        2.58,         8.6,       110.7,       104.0,       127.5,        2.58,       127.5,        2.20,        7.19,67.9,316,1077,162.7,          NA,          NA,     0.04343
AM,AMB,ELE,3,2004,       331.8,         7.8,        77.9,        38.2,        82.3,        2.40,         7.1,        85.9,       104.0,        99.5,        2.40,        99.5,        2.09,        6.67,53.3,173.6,500.2,157.5,          NA,          NA,     0.03360
AM,ELE,ELE,1,2004,       638.3,         7.7,       103.8,        86.4,       248.7,        2.95,         3.9,       172.8,       131.4,       164.1,        2.95,       164.1,        2.03,        7.94,79.6,384.9,1155.5,190.7,          NA,          NA,     0.03616
AM,ELE,ELE,2,2004,       556.1,         4.6,        93.5,        68.6,       201.5,        2.70,        18.2,       167.4,       109.1,       172.3,        2.70,       172.3,        2.31,        7.99,95.9,368.7,1071.2,172.3,          NA,          NA,     0.05050
AM,ELE,ELE,3,2004,       416.2,         5.9,        61.8,        58.8,       138.3,        1.95,        28.5,       114.1,        80.7,       132.5,        1.95,       132.5,        1.97,        4.36,86.2,228.9,546.4,109.4,          NA,          NA,     0.03123
A,AMB,AMB,1,2005,       553.4,         6.2,        73.1,        70.8,       250.7,        2.54,        17.6,       100.5,        91.4,       134.3,        2.54,       134.3,        2.34,        6.09,81.1,356.6,1549.8,127,          NA,          NA,     0.01755
A,AMB,AMB,2,2005,       562.3,         4.1,        79.7,        62.6,       275.6,        2.70,        12.0,       101.5,        90.9,       129.1,        2.70,       129.1,        2.54,        7.11,72.7,364,1746.1,142,          NA,          NA,     0.01736
A,AMB,AMB,3,2005,       557.0,         5.0,        79.6,        62.1,       271.1,        2.51,         9.4,        99.9,        94.5,       124.3,        2.51,       124.3,        2.60,        7.33,67.8,373.7,1740.3,140.7,          NA,          NA,     0.01605
A,ELE,AMB,1,2005,       733.5,        10.7,        95.2,        96.9,       328.9,        3.00,        19.8,       121.6,       126.2,       170.8,        3.00,       170.8,        2.22,        7.47,101.7,501,2202.3,161.4,          NA,          NA,     0.01604
A,ELE,AMB,2,2005,       763.3,         9.8,       110.8,        94.1,       343.4,        3.38,        11.8,       135.1,       138.5,       177.5,        3.38,       177.5,        2.52,        9.79,95.9,448,2025.7,195.6,          NA,          NA,     0.01566
A,ELE,AMB,3,2005,       822.8,         7.8,       111.1,       108.8,       406.5,        3.57,        16.2,       121.4,       133.5,       166.2,        3.57,       166.2,        2.44,        9.68,95.5,576.2,2629.9,200.5,          NA,          NA,     0.01622
A,AMB,ELE,1,2005,       479.2,         5.3,        68.2,        51.2,       171.1,        1.64,        13.5,       144.0,        83.1,       168.5,        1.64,       168.5,        2.09,        5.01,91.8,283.2,1056.5,115.2,          NA,          NA,     0.01228
A,AMB,ELE,2,2005,       553.2,         5.6,        78.2,        56.8,       191.5,        2.24,         7.8,       184.4,        93.8,       205.5,        2.24,       205.5,        2.21,        6.01,103.3,290.7,1145.6,146.6,          NA,          NA,     0.01480
A,AMB,ELE,3,2005,       536.4,         4.5,        72.9,        66.2,       212.6,        2.43,        11.8,       144.0,        86.4,       166.7,        2.43,       166.7,        2.25,        5.92,89.3,325.6,1306.5,132.5,          NA,          NA,     0.01658
A,ELE,ELE,1,2005,       864.6,         6.6,        83.4,       117.2,       411.8,        2.67,        18.1,       226.2,       102.1,       226.9,        2.67,       226.9,        2.08,        6.08,121.2,494.1,2075.5,139.1,          NA,          NA,     0.01640
A,ELE,ELE,2,2005,       807.8,        12.8,       103.9,       104.1,       336.2,        2.69,        24.5,       207.5,       139.2,       215.5,        2.69,       215.5,        2.49,        9.05,121.4,416.5,1659.4,182.1,          NA,          NA,     0.01334
A,ELE,ELE,3,2005,       664.2,         8.0,       106.4,        80.3,       282.1,        2.41,        19.2,       157.4,       129.8,       164.0,        2.41,       164.0,        2.08,        7.92,92.9,373.5,1559.8,191,          NA,          NA,     0.01138
AB,AMB,AMB,1,2005,       382.8,         4.9,        93.9,        40.2,       130.8,        2.71,         7.0,        79.7,       108.3,        98.6,        2.71,        98.6,        2.20,        6.00,53.3,278.6,1063.2,130.9,          NA,          NA,     0.02907
AB,AMB,AMB,2,2005,       424.6,         3.5,        93.0,        49.3,       162.4,        2.74,        10.4,        83.3,       102.7,       106.7,        2.74,       106.7,        2.48,        7.06,60.6,267.6,1021.5,144.1,          NA,          NA,     0.03001
AB,AMB,AMB,3,2005,       522.8,         5.9,        86.8,        59.3,       236.9,        2.92,        10.9,        91.5,       104.2,       116.5,        2.92,       116.5,        2.32,        5.78,65.7,371,1432.5,123.5,          NA,          NA,     0.03404
AB,ELE,AMB,1,2005,       681.0,        12.7,        97.9,        71.4,       316.0,        2.84,        13.6,       107.5,       134.7,       146.2,        2.84,       146.2,        2.00,        5.08,83.3,502.4,2114.8,122,          NA,          NA,     0.03053
AB,ELE,AMB,2,2005,       659.2,         8.0,       115.3,        71.0,       278.8,        4.04,        18.5,       115.2,       139.9,       161.5,        4.04,       161.5,        2.24,        7.96,96,424.7,1601.8,177.1,          NA,          NA,     0.03512
AB,ELE,AMB,3,2005,       708.8,        10.2,       124.1,        61.8,       356.5,        3.33,        15.7,        87.7,       155.3,       125.0,        3.33,       125.0,        2.34,        8.85,75.8,479.7,2125.2,188.6,          NA,          NA,     0.02673
AB,AMB,ELE,1,2005,       340.4,         8.3,        58.4,        39.5,        95.5,        1.61,        15.7,        92.7,        81.2,       115.9,        1.61,       115.9,        1.97,        3.36,69.5,219.7,813.2,81.9,          NA,          NA,     0.02842
AB,AMB,ELE,2,2005,       494.9,         5.3,        80.9,        70.3,       213.0,        2.27,        13.6,        89.4,        96.2,       110.1,        2.27,       110.1,        2.25,        4.94,64.7,303.5,1111.7,108.7,          NA,          NA,     0.02977
AB,AMB,ELE,3,2005,       426.8,         6.2,        88.7,        49.3,       156.6,        2.79,         7.7,        92.6,       107.5,       107.2,        2.79,       107.2,        2.12,        5.21,57.5,276.9,1025.6,123.2,          NA,          NA,     0.03178
AB,ELE,ELE,1,2005,       656.0,         9.4,       116.4,        73.0,       317.9,        3.91,        14.5,       105.4,       144.4,       111.3,        3.91,       111.3,        2.13,        6.91,64.3,420.2,1728.5,157.1,          NA,          NA,     0.03303
AB,ELE,ELE,2,2005,       814.8,        12.9,       121.6,       106.7,       346.7,        5.54,        24.0,       177.6,       161.3,       187.2,        5.54,       187.2,        2.49,        9.14,107.8,433.7,1572.5,179.5,          NA,          NA,     0.04520
AB,ELE,ELE,3,2005,       710.4,         5.7,       111.4,       104.7,       306.4,        3.85,        23.6,       154.3,       128.3,       165.3,        3.85,       165.3,        2.19,        7.76,97.3,388.1,1321.6,177.1,          NA,          NA,     0.03582
AM,AMB,AMB,1,2005,       485.2,         8.4,        83.7,        56.1,       174.8,        2.63,         9.8,       112.3,       107.1,       138.8,        2.63,       138.8,        2.11,        6.62,74.9,324.7,975.8,150.7,          NA,          NA,     0.03877
AM,AMB,AMB,2,2005,       494.7,         7.0,        78.4,        63.2,       156.3,        2.26,        10.6,       138.0,        99.3,       168.9,        2.26,       168.9,        2.60,        7.38,89.8,311,786,142.4,          NA,          NA,     0.03778
AM,AMB,AMB,3,2005,       445.2,         5.4,        67.4,        55.4,       167.4,        2.53,         7.2,       108.6,        85.3,       131.7,        2.53,       131.7,        2.03,        6.23,68.8,299.1,822.4,147.8,          NA,          NA,     0.03648
AM,ELE,AMB,1,2005,       662.2,        18.4,       121.4,        62.9,       241.8,        3.99,        10.9,       124.5,       175.6,       163.5,        3.99,       163.5,        2.07,        8.94,88.3,454.8,1596.7,205.4,          NA,          NA,     0.03966
AM,ELE,AMB,2,2005,       829.0,        13.1,       130.9,       106.9,       276.5,        4.03,        18.4,       199.6,       169.2,       263.3,        4.03,       263.3,        2.28,       10.56,143,545.5,1514.5,231.7,          NA,          NA,     0.04051
AM,ELE,AMB,3,2005,       845.8,        14.9,       141.3,        94.8,       385.2,        4.33,         9.7,       128.8,       183.5,       167.4,        4.33,       167.4,        2.37,       11.68,88.8,463.8,1561.3,249.2,          NA,          NA,     0.04418
AM,AMB,ELE,1,2005,       291.9,         6.1,        49.7,        33.1,        47.5,        1.41,         9.7,       119.8,        66.7,       138.5,        1.41,       138.5,        1.97,        3.78,74.1,180.7,404.1,91.5,          NA,          NA,     0.03105
AM,AMB,ELE,2,2005,       433.7,         9.8,        89.1,        44.5,       106.8,        2.83,        12.0,       132.4,       118.2,       154.4,        2.83,       154.4,        2.37,        8.02,83.8,360.4,1183.7,168.7,          NA,          NA,     0.04020
AM,AMB,ELE,3,2005,       443.3,         5.0,       100.3,        55.1,       150.5,        3.64,         5.6,       103.3,       116.2,       116.5,        3.64,       116.5,        2.01,        8.42,59.8,219.9,625.1,204.8,          NA,          NA,     0.03846
AM,ELE,ELE,1,2005,       679.8,        16.9,       100.6,        80.2,       218.1,        3.22,        20.2,       211.3,       149.7,       214.9,        3.22,       214.9,        2.05,        7.21,117.4,465.2,1373.7,171.2,          NA,          NA,     0.04509
AM,ELE,ELE,2,2005,       714.9,         9.9,       100.8,        87.1,       281.9,        2.92,        20.1,       202.5,       129.2,       206.8,        2.92,       206.8,        2.42,        8.60,113.5,455.9,1353.1,176.3,          NA,          NA,     0.05148
AM,ELE,ELE,3,2005,       504.0,         6.1,        84.7,        70.0,       182.4,        3.25,        11.1,       142.7,       102.6,       142.9,        3.25,       142.9,        2.12,        6.19,76.1,298.5,728.5,145,          NA,          NA,     0.03824
A,AMB,AMB,1,2006,       608.3,         8.2,        94.4,        70.4,       266.3,        2.61,        16.2,       109.8,       120.1,       143.3,        2.61,       143.3,        2.39,        8.24,83.8,423.1,1805.5,168.4,         2.3,          NA,     0.01359
A,AMB,AMB,2,2006,       589.2,         4.2,       102.9,        72.3,       255.6,        2.46,        14.7,       109.7,       115.6,       141.5,        2.46,       141.5,        2.67,        9.92,81.4,427.5,1970.2,188.6,         2.6,          NA,     0.01192
A,AMB,AMB,3,2006,       556.0,         9.3,       100.7,        55.8,       243.7,        2.62,         9.5,        95.3,       128.0,       119.2,        2.62,       119.2,        2.63,        9.50,65.5,425.6,1973.2,180.5,         2.4,          NA,     0.01302
A,ELE,AMB,1,2006,       825.3,        14.1,       123.2,        90.4,       398.2,        2.83,        17.0,       112.0,       166.9,       155.7,        2.83,       155.7,        2.28,       10.18,91.5,574.5,2532.6,214.5,         2.8,          NA,     0.01138
A,ELE,AMB,2,2006,       894.4,        14.0,       138.0,       105.7,       398.6,        3.30,        18.3,       144.0,       180.0,       196.1,        3.30,       196.1,        2.63,       13.00,111.8,547.4,2402.9,249.2,         3.0,          NA,     0.01198
A,ELE,AMB,3,2006,       895.5,        12.4,       145.7,        97.3,       433.9,        3.64,        18.4,       121.6,       182.7,       169.2,        3.64,       169.2,        2.48,       13.04,99.4,665.1,3031.7,266.2,         3.6,          NA,     0.01243
A,AMB,ELE,1,2006,       508.6,         6.6,        69.1,        55.2,       190.9,        1.53,        16.2,       138.9,        90.0,       165.9,        1.53,       165.9,        2.21,        5.57,93.2,323.9,1205.8,121.1,         1.7,          NA,     0.01096
A,AMB,ELE,2,2006,       590.1,         6.9,        82.7,        52.3,       243.4,        1.78,        11.3,       161.2,       103.0,       184.5,        1.78,       184.5,        2.41,        7.16,97,333.9,1361.8,159.7,         1.8,          NA,     0.01075
A,AMB,ELE,3,2006,       557.4,         4.2,        88.7,        67.5,       215.5,        1.99,        12.8,       145.5,       100.8,       169.4,        1.99,       169.4,        2.35,        7.50,91.5,385.4,1497.7,160.4,         1.6,          NA,     0.01125
A,ELE,ELE,1,2006,       827.3,         8.1,       108.8,        86.1,       384.4,        2.37,        18.6,       212.5,       134.1,       214.6,        2.37,       214.6,        2.10,        8.38,115.9,575,2445,189.8,         2.5,          NA,     0.01064
A,ELE,ELE,2,2006,       690.2,        12.9,       116.8,        59.0,       264.0,        2.21,        24.9,       190.5,       154.3,       200.0,        2.21,       200.0,        2.61,       10.87,114.5,462.5,1881.2,208.6,         2.6,          NA,     0.00956
A,ELE,ELE,3,2006,       746.2,         8.2,       123.1,        81.3,       331.5,        2.65,        20.3,       171.1,       147.4,       177.8,        2.65,       177.8,        2.19,        9.71,100.2,449.8,1877.3,221.5,         2.7,          NA,     0.01078
AB,AMB,AMB,1,2006,       478.3,         4.3,       116.2,        52.5,       186.3,        3.01,         9.8,        83.1,       129.5,       105.7,        3.01,       105.7,        2.25,        7.86,59.6,325.2,1222.8,167.7,         2.6,          NA,     0.02518
AB,AMB,AMB,2,2006,       520.7,         7.1,       101.7,        63.5,       209.1,        2.69,        15.4,        87.6,       123.8,       117.2,        2.69,       117.2,        2.63,        8.43,70.8,330.1,1227.6,162.6,         2.5,          NA,     0.02655
AB,AMB,AMB,3,2006,       688.7,         9.3,       114.9,        85.4,       326.9,        3.12,        16.8,        92.4,       142.9,       124.2,        3.12,       124.2,        2.41,        8.10,75.5,455,1754.3,166.5,         2.2,          NA,     0.02631
AB,ELE,AMB,1,2006,       816.8,        25.6,       120.5,        95.4,       335.6,        2.90,        20.6,       111.3,       200.8,       159.4,        2.90,       159.4,        2.06,        6.80,97.3,595,2435.5,159.2,         2.2,          NA,     0.02340
AB,ELE,AMB,2,2006,       809.6,        14.0,       140.0,       102.4,       342.4,        3.64,        18.1,       119.2,       184.9,       165.9,        3.64,       165.9,        2.41,       11.17,97.5,519.1,1914.2,231.1,         3.0,          NA,     0.02698
AB,ELE,AMB,3,2006,       919.6,        15.9,       144.0,       146.2,       419.3,        3.65,        19.0,       102.4,       191.6,       146.6,        3.65,       146.6,        2.36,       10.22,89.6,618,2514.7,215.9,         2.7,          NA,     0.02519
AB,AMB,ELE,1,2006,       407.9,         5.3,        64.9,        57.4,       136.4,        1.61,        15.8,       102.2,        82.6,       126.2,        1.61,       126.2,        2.07,        4.24,74.4,252.1,867.8,98.5,         1.2,          NA,     0.02362
AB,AMB,ELE,2,2006,       581.7,        10.9,        94.3,        73.6,       252.2,        2.12,        14.8,        94.5,       128.1,       116.9,        2.12,       116.9,        2.48,        6.59,69.1,368.7,1331,131.4,         1.9,          NA,     0.02251
AB,AMB,ELE,3,2006,       480.1,         5.8,       100.9,        58.5,       187.2,        2.37,        12.0,        91.7,       117.6,       111.0,        2.37,       111.0,        2.25,        6.22,63.6,332.1,1199.3,138.8,         1.7,          NA,     0.02269
AB,ELE,ELE,1,2006,       813.2,        18.4,       141.3,       101.8,       367.7,        3.48,        20.2,       115.4,       199.4,       125.9,        3.48,       125.9,        2.20,        8.90,76.1,516.3,2074.2,196.4,         2.9,          NA,     0.02322
AB,ELE,ELE,2,2006,       847.2,        11.6,       127.8,        98.1,       382.9,        3.24,        25.0,       182.3,       162.1,       192.5,        3.24,       192.5,        2.60,        9.59,111.2,523.7,1925.8,179.9,         2.1,          NA,     0.02444
AB,ELE,ELE,3,2006,       823.9,         9.4,       111.6,        85.8,       432.3,        2.99,        24.5,       143.5,       140.4,       156.0,        2.99,       156.0,        2.27,        8.12,93.7,470.1,1741.9,178.2,         2.5,          NA,     0.02722
AM,AMB,AMB,1,2006,       376.7,        10.0,        49.3,        29.3,       104.8,        1.36,         9.3,       122.3,        82.9,       149.7,        1.36,       149.7,        2.09,        4.25,79.4,353.8,1080.2,97.1,         1.1,          NA,     0.02861
AM,AMB,AMB,2,2006,       506.8,        11.6,        58.7,        47.5,       174.1,        1.46,        10.2,       146.0,        95.9,       177.7,        1.46,       177.7,        2.64,        6.05,93.3,358.5,960.2,114.3,         1.4,          NA,     0.03195
